단어,빈도
아사,1
아사이베리,1
드른데,1
새우게,1
살하곤,1
뭐라한,1
사오지,1
당기다,1
춥든,1
죽아라는,1
죽안데요,1
들어있다,1
돋게,1
드신다거나,1
새우려고,1
졸리잖아요,1
잠하곤,1
웃으셨던,1
넣으시거든요,1
느끼시나요,1
들어가냐에,1
볶는다거나,1
볶아져서,1
잠수복,1
산소마스크,1
이글루,1
통치권,1
수장,1
전용기,1
창조론,1
다관,1
칙필레,1
교횐,1
에스파냐어,1
태어나지,1
뜯긴다는,1
살았다거나,1
올리지만,1
올라라고,1
방음벽,1
층임,1
둥지,1
달별,1
맞춰놨었잖아,1
붙이기도,1
박아놓더라,1
박아놓,1
개라면,1
만들려고도,1
붙여놓으면은,1
골라놓은,1
붙어있거든,1
달았단,1
떠지는,1
올라가있는,1
사겠어,1
붙여놨잖아,1
붙여놓는다는,1
붙여놨는데,1
돌아왔더니,1
디코,1
신검,1
원흉,1
징징,1
헤이아츠,1
움파룸파,1
휴교,1
자임,1
상산,1
잊혀진,1
닿았다가,1
지내구나,1
친해진지,1
담아선,1
친해졌는지,1
친해졌나,1
친해졌죠,1
나가냐며,1
묶으려고,1
나눴나,1
찢어졌거나거든,1
나눴을걸,1
밀쳤지,1
나온다며,1
속삭여줘야,1
싱고니움,1
납기,1
크레스티드,1
틀어놓고선,1
찾아주면은,1
비춰주고,1
분이셨단,1
키워와,1
식이었어,1
만짐으로,1
시킨다라고,1
찌우게,1
치워주지,1
사러는,1
올라오거든,1
리소스,1
포의,1
겜방,1
성역,1
리저렉션,1
온상,1
던파,1
강마,1
논현,1
와우도,1
풀었는지,1
졸리지도,1
피니어,1
섞여도,1
합쳐지고,1
기다려지거나,1
날아갔어요,1
끊었네요,1
쑤시지,1
수아레,1
드로우핏,1
올룹슨,1
젠하이저,1
직화,1
넘어왔잖아,1
건너왔잖아,1
돌아봤었거든,1
샀겠구나,1
난파,1
위장염,1
요동,1
으스스,1
으슬,1
농기구,1
보필,1
콜레라,1
음검,1
편도염,1
생겼었는데요,1
차가워지더라고요,1
흐른다고,1
다쳤다거나,1
나으려면은,1
째였는데,1
걸쳤기,1
걸린다면,1
기다리던,1
다치실,1
베시다가,1
다치셔서,1
내려오신,1
두던,1
떠시고,1
떠시는,1
꺼려하더라고요,1
겪었을지,1
풀렸지만,1
뚫리거든요,1
걸리던,1
잃는다거나,1
그쳤지만,1
느껴진다라고,1
맡는데,1
조심하자라는,1
생겼었고요,1
걸린다던가,1
끝났음에도,1
쑈쑈,1
데이지,1
기르셔,1
할퀴,1
물고는,1
도망치,1
깨운대,1
길러야겠다라는,1
몰려다니,1
생겼으면서,1
디트로,1
비컴,1
휴먼,1
사라졌다며,1
인정받아서,1
밟았다고,1
뽑힌다고,1
건지랑,1
일으켰던,1
잃었거든,1
잃어버렸,1
잃었다며,1
넘어가곤,1
나일,1
글러,1
시켜야죠,1
받아오는지,1
노우,1
짰는지,1
짜이기,1
올라갔나,1
줄었으니까,1
나갔더구먼,1
나갈지는,1
가겠는데요,1
고막,1
밭농사,1
큰길,1
눈데,1
느러,1
숭실,1
서를,1
찾아갔었죠,1
올라오셨더라고요,1
올라오셔,1
나누니까,1
시집가면은,1
죽으나,1
낳고요,1
잘살다,1
올라오셨어요,1
갈라지더라고요,1
나눴어요,1
가셨냐,1
감는다,1
된다고까지,1
모시겠다고,1
전라북도,1
완주군,1
김제시,1
창연,1
붙일까,1
들여다봐,1
잘살자,1
담궈서,1
따라다니셔,1
떠져,1
배웠냐,1
나아졌으니까,1
해놨더구먼,1
관직,1
크래브,1
원시림,1
스플라스,1
물맛,1
산악인,1
찍고는,1
불긴,1
좋아졌었고,1
들이네요,1
찍었습니다,1
모르셔요,1
베풀던,1
걸어가시,1
즐기시면서,1
즐기시고,1
올라가신,1
팔리면은,1
나았는지,1
사길래,1
레이서,1
합죽,1
접골,1
치료받는다고,1
이라더라,1
걸린단다,1
끊어졌었잖아,1
넘어지면은,1
드나들듯이,1
조심하셨으면,1
다치도록,1
비뚤어져서,1
다치다,1
나타나더라,1
추다,1
이러느냐고,1
없어집니다,1
가오겔,1
턱수염,1
몽마르트르,1
나비고,1
반례,1
올라갔었거든,1
느꼈지만은,1
넘으려나,1
덤벙대면서,1
싸우거든,1
싸우지만,1
묻어나,1
파였단,1
볼기짝,1
튕기듯,1
의사결정,1
샤방샤방,1
부당,1
해어주,1
대접받잖아요,1
맡겨놓고선,1
올려줬는데,1
틀어졌잖아,1
내버렸어,1
꿇었죠,1
넘기자,1
만들겠다고,1
붙이더라고요,1
쫓아내기가,1
잡을려고,1
나타낸다라고,1
지치,1
어울리냐고,1
않았겠어요,1
공소,1
세든,1
찾다가도,1
나오자,1
감사했,1
트렌치코트,1
락앤락,1
킬뿐,1
현수막,1
양극,1
틀었음,1
버리잖아요,1
바뀌던,1
꺼려하지는,1
썩지도,1
파셔야,1
만드냐는,1
내보내도,1
밀기는,1
섞였을,1
앞당겨지다,1
과메기,1
핸다,1
음애,1
맺혔는,1
줄라,1
맛봤잖아,1
놓으셨어,1
넣으시고,1
담그셨거든요,1
까주고,1
도와준다니까,1
짐히,1
거두셨어요,1
기대고서는,1
끓여놓고,1
때우게,1
얹어주더라고요,1
먹을래도,1
삼천만,1
꾸리는데,1
어딨겠어,1
어리긴,1
서두르는,1
사라는데,1
따지나,1
싸운대,1
이끌어라,1
싸운다고도,1
서두르게,1
거둔다,1
편이여도,1
땅크,1
박약,1
챙겨주실,1
놓쳐도,1
다노,1
좋아졌었거든요,1
좋아졌더라고요,1
얻었,1
끼려고,1
내려갔었는데,1
뛰어다녀도,1
싸다니,1
걸렸었고,1
명실,1
말렉,1
치의,1
평전,1
이생,1
어므,1
금일,1
확언,1
파편,1
우러러볼,1
역군,1
만들겠다는,1
기억나게,1
들었을지언정,1
걸어오신,1
걸으셨다로,1
마치려면,1
넘어서가,1
지나가기에는,1
기울였을,1
백태,1
거머리,1
사랑방,1
이노,1
회워,1
이러쿠,1
배야,1
얼려놨어,1
만들어놨기,1
얻어놓고,1
가져가셨다,1
일광,1
동구청,1
인텔리,1
비키,1
나가셨다가,1
하시대,1
하더란,1
그리시고,1
움직이러,1
꿨지,1
더무,1
리글,1
리을,1
북서쪽,1
퍼센,1
챙겨가기,1
잃어버리면은,1
멨기,1
돌아다닌다든지,1
붙여놓을,1
다녀왔다고,1
읽겠,1
붙잡았던,1
잡는지,1
훔쳐가지,1
가져갔어,1
안해,1
야구인,1
가증,1
헤드락,1
월드컵경기,1
망가졌거든,1
걸기,1
싸을,1
힘줬다가,1
넘어오거나,1
자화자찬,1
개실,1
개어,1
던지고요,1
갰을,1
걸어놓고요,1
돌리시는지,1
뺏다,1
꼈다,1
뿌린다거나,1
묻었다거나,1
떼어도,1
열어라고,1
열겠다고,1
여시,1
여시는지,1
닦아야죠,1
박히잖아요,1
박히면은,1
굽는다거나,1
해한,1
전기레인지,1
틉니,1
줄였고요,1
해지거든요,1
찾아오겠지,1
하신데,1
나누진,1
다양해지기,1
켜놓는데,1
오르겠어,1
나갈만,1
틀었는데도,1
돌아가게끔,1
주였었는데,1
떨어졌다던데,1
대들보,1
오가리,1
밥상머리,1
버팀목,1
각시,1
미시간,1
잊어버리게끔,1
바쳤더니,1
가졌네요,1
닮아가,1
키웠네요,1
가르치느냐고,1
가르친다고,1
헤맬,1
채공,1
적으니,1
넣었었어,1
빠져있으니까,1
갈아탔을,1
모았잖아,1
모았다고,1
들다시피,1
들어져,1
늘었지만,1
가구이면은,1
맞혔,1
정수,1
훈민정음,1
유진,1
해님,1
윤여정,1
입담,1
류수영,1
다니니라고,1
보는진,1
보시길래,1
찾아보시더라고요,1
맞히면은,1
빛나더라고요,1
살펴보기도,1
사그라들지,1
걸지게,1
배워주거나,1
알려지긴,1
알려다,1
알린다는,1
맞았어서,1
떠올랐네요,1
드러내면서,1
이기겠다고,1
답신,1
보결,1
제로섬,1
호미로,1
변론,1
비우시면서,1
꾸시거든,1
몰아지게,1
맞춰진다는,1
보냈지만은,1
맞추라고,1
책임져주는,1
낮아지는,1
적이거나,1
바란다는,1
만들어져야,1
환경청,1
예뱡,1
쓰쓰가무시병,1
진드기류,1
쇠파리,1
가려움증,1
가려움,1
킬이,1
방재,1
벨킨스,1
해썹,1
위준,1
인플루엔자,1
일력,1
강문,1
빨면서,1
되시고요,1
기어가면서,1
보입니,1
늘어나긴,1
까이,1
세네요,1
적어지게,1
낮춥니다,1
닫기,1
생길지는,1
떨궈서,1
낮추면서,1
까먹었잖아,1
가르쳐줘야,1
핵샥심,1
한반도,1
베갯잇,1
병충해,1
온난,1
형일,1
군검찰,1
재파,1
봄가을이,1
폈다니까,1
바라봤잖아,1
왔겠지만,1
생겼다거나,1
크냐에,1
거러,1
학훈,1
해졌었는데,1
풀어져서,1
됐다고는,1
시시덕대면서,1
바친,1
들어오기까지,1
싸우던데,1
들어왔다는,1
배웠다는,1
어길,1
배든,1
째라는,1
지키니까,1
들어오시,1
널디,1
잠겼는데,1
잡으려는,1
할려,1
받자는,1
들어왔었나는,1
물어봤었거든요,1
회갑,1
비자림,1
대통,1
풍요롭다,1
초롱불,1
노안면,1
박람횐,1
마봉,1
나루터,1
빌리지도,1
해놨는데요,1
기하곤,1
차이더라고요,1
해놨길래,1
차려놓고서는,1
던져놓고,1
널도,1
돌아가네요,1
않았겠는데,1
매디,1
찾아낸다고요,1
가꿔야겠구나,1
놀은,1
그리되,1
낫었는데,1
이진희,1
유준상,1
마방진,1
뮤지,1
들려줘도,1
들여다봤었고,1
오빠지만,1
와글와글,1
드심,1
부러우면,1
세시거든요,1
굽히고,1
가하신,1
내시거나,1
풀리셔,1
딸이었었어요,1
기르자,1
꾸렸다는,1
부셔,1
보내길,1
사랑받아서,1
가하셨다는,1
굽히면,1
드시더니,1
약해지셨어라면서,1
털어놓게,1
받았네요,1
되었네요,1
나가셨던,1
나가셨어요,1
싸웠습니다,1
다퉜다가,1
다투지,1
삼가하고,1
커클랜드,1
주소록,1
전화번호부,1
버렸다가,1
어울리는가를,1
대봐야,1
사셨을까요,1
어울리냐,1
떨어뜨리,1
뜨지만,1
열린다는,1
샀냐라고,1
후포면,1
뒤태,1
문지방,1
반월,1
걸코,1
후포,1
후포리,1
전능,1
확대경,1
망가졌습니다,1
좋아지겠나,1
펴지고,1
놀리니까,1
씹지를,1
놉니다,1
일어서는데,1
나았습니다,1
올라갈테니,1
갈테니,1
아물질,1
되겠을까,1
들한데,1
심해진다는,1
구부려서,1
구르는데,1
됐다시피,1
탄어,1
태웠던,1
들꺼라,1
꺼라고,1
고쳤습니다,1
누구신지,1
어템프트,1
달려갈,1
알려줘야겠다,1
쌓지는,1
가꾸게,1
바뀌었고요,1
비질란트,1
법치,1
말미,1
지켜주거나,1
떠올려서,1
다녔었으니까,1
뽑으면서,1
되어야겠다라고는,1
지낼지는,1
컴비팅,1
시언,1
개총,1
원제,1
드롭했,1
어딨는,1
도망가세요,1
올리라는,1
화났던,1
븐데,1
신차,1
차체,1
차바퀴,1
되었대,1
크다며,1
차잖아,1
달릴수록,1
박이면,1
찢어지지,1
때워지니까,1
쓰곤,1
오솔길,1
스노보드,1
휘닉스,1
모닥,1
갔다니까,1
돌아다녔으니깐,1
때운다,1
뺏기,1
사토시,1
피벗,1
엔솔,1
셀트리온,1
블스,1
습니,1
매립,1
들여다봤죠,1
만들었다고는,1
잃었지만,1
맞아가기,1
말이었을,1
미뤄졌는데,1
잡아놓으면,1
모으시면,1
앞코,1
메더,1
요시다,1
거들에서,1
묻어가고,1
멨었는데,1
박시,1
어울러져야,1
알알,1
장제,1
미스틱,1
할로윈,1
콘텍츠,1
콘텍츠렌즈,1
콘텍트렌즈,1
근시,1
난시,1
끼시는,1
벗게,1
가지시나요,1
끼시게,1
끼고요,1
낍니다,1
부서졌을,1
식면은,1
벗고의,1
적습니다,1
끼실,1
썼었기,1
넘어지다,1
넘어진다,1
불어올,1
막아주거든요,1
뿌려진다,1
채워지지가,1
드리겠는데,1
팔백,1
구백,1
구백이,1
명치,1
건넌거가,1
불잖아,1
타러는,1
섰거든요,1
썼었겠네,1
붙이거든요,1
걸치기만,1
송태섭,1
드마마,1
언터처블,1
되앴다,1
블루레이,1
극작가,1
문학인,1
예르,1
나아지면서,1
였는,1
보셨다니까,1
보시는데,1
않았다거나,1
보신다면은,1
널브러뜨려,1
취했다,1
수인,1
부딪힌다거나,1
살펴봐도,1
벌려놓는,1
내리거나,1
벌어졌던,1
기울이셔도,1
기울이시는,1
수선화,1
애묘숍,1
한선화,1
누레지면,1
굶게,1
길들이는,1
된가,1
데려가면은,1
느낌이었냐,1
좋아지나라는,1
커야지만이,1
찾아오지는,1
얻어오시더라고요,1
피우잖아요,1
시들더라고요,1
피웠다가도,1
않겠느냐라고,1
트스,1
맡기셨나요,1
들어간거고,1
비춰지면은,1
할용,1
멈췄다고,1
볼까봐,1
아낀다면,1
울릴,1
바꾸시게,1
들어가는지가,1
샀었고요,1
랭쌥,1
우미,1
변역,1
성조,1
진두,1
꿉하지,1
내려서도,1
데려다줘,1
말씀드렸었는데요,1
채고의,1
였었였었어요,1
다녀갔다고,1
짜셨나요,1
가시기,1
틀어진다거나,1
다녀오셔서,1
이끌었지만,1
찍습니다,1
경인,1
쫑구,1
참다운,1
교합,1
범세계,1
증손,1
아이지,1
줄었,1
늦춰서,1
느껴야지,1
적어져,1
찾아낸다면,1
가해도,1
낳겠단,1
싶어하잖아,1
냈단,1
갑이었다면,1
살았었으니까,1
내놨기,1
들어놨는지,1
들어갔었을,1
느낌으로다,1
들어갔었었고,1
받는다고도,1
끝났는데도,1
움직여질,1
든디,1
얻었다라는,1
되거나라고,1
놔야겠다란,1
빼놨고,1
요점,1
처진단,1
옮긴다든지,1
보내겠어,1
둘이면,1
가르텐,1
따라가겠다고,1
채우느라고,1
밀려나는,1
훑었다,1
까라든지,1
나가떨어진다고,1
편이었었으니까,1
따라가기에,1
푼다든지,1
기다려줄,1
달아놨,1
틀어주기만,1
들려주면,1
유홍,1
한적,1
세뱃돈,1
발자취,1
보탰었,1
사보기도,1
짜여지는,1
주였고,1
나눠어서,1
부서질,1
싶고도,1
들어올까,1
두겠다,1
빼진,1
모았단다,1
참았었고,1
부풀리고,1
임하거든요,1
바꿔줄까,1
달라졌죠,1
사라졌어서,1
쪼끔쪼끔쪼끔씩,1
트할,1
휴즈,1
타이트해,1
혼잡,1
걸리던데,1
놓겠죠,1
놓으리라,1
고쳐져야지만,1
기였다면,1
지나고부터,1
쌓였다든지,1
둘게요,1
많아지겠지,1
넘겨주니까,1
얽매이진,1
익지,1
떠나도,1
경조사만,1
맞닥뜨렸,1
잘라내기,1
잼민,1
사이였거든,1
틀어졌어,1
찔릴,1
자르듯이,1
사귀었다고,1
되고부터는,1
어려지는,1
식더라고,1
만났어서,1
숙이었던,1
끌리기,1
알아가면,1
느껴야지만,1
확스,1
닷새,1
부축,1
처말,1
도당,1
까치울역,1
광동,1
문경새재,1
영산강,1
마포대교,1
끊어졌는데,1
끊어지니까,1
끊어지면은,1
살렸구나,1
되도,1
넘어가지를,1
말릴려고,1
지어놨는데,1
되셔가지고,1
찍더니,1
타다시피,1
걸어다니니까,1
타시네요,1
둔치로,1
녹는군요,1
주셨네,1
타시네,1
둔치에,1
쉬어요,1
건너가요,1
매달아요,1
쏸라펀,1
류류,1
저으,1
선시하고요,1
다녀오시는데,1
태어났었어요,1
삶았으니까,1
찾아보셨는데,1
녹잖아요,1
마시게는,1
먹냐라고,1
고소장,1
이석,1
송출,1
스크래트,1
사볼라고,1
올려놨,1
올려놨었고,1
사기였다,1
갈아타신,1
캐당,1
챙겨가야겠다,1
내놨을,1
들였는지,1
샀는지에,1
전관,1
안양시,1
진위,1
통산,1
판명,1
정실,1
음메메,1
경자,1
놀부,1
안전교육,1
팹시콜,1
씨애틀,1
믿겠거니,1
긁는데,1
고라우거,1
들춰,1
긁었더라고요,1
틀려졌죠,1
일어났었어요,1
일었을,1
했던을,1
앞세워서,1
보내서는,1
시켜지는,1
볶인가요,1
낳든가,1
털든가,1
봐주냐고,1
도와주고도,1
호남선,1
코롤,1
시집가시고,1
날라오고,1
바꿔서도,1
차였으면,1
부치자,1
고르니깐,1
낳았냐,1
빠지셨나,1
가시지도,1
사셨기,1
쳐다보시는데,1
지내기로,1
혼냈을,1
하시냐,1
분이시니까,1
섞어도,1
남으셨더라고요,1
구정은,1
어시장,1
따라왔으면,1
들리려나,1
내려가든지,1
하구,1
쫓아와야,1
챙겨주겠지,1
먹자고도,1
내려오시는,1
쫓아가면은,1
올라오시긴,1
돌렸었겠지,1
들렸다고,1
지방종,1
입냄새,1
무염,1
왕송,1
괴롭히거든,1
괴롭혀서,1
짧아졌는데,1
쪘었는데,1
주게도,1
빼긴,1
나가야겠어,1
추워져도,1
들려줄래,1
쓰이겠다,1
챙기다가,1
에픽하이,1
켄드릭,1
입니,1
오엠,1
최유리,1
붐붐,1
김현정,1
힙찔이,1
걸어가시면,1
달라지지는,1
들으려고는,1
외우신,1
외우지는,1
부르시나요,1
부르더군요,1
한솔,1
솔방울,1
쪼잔하,1
케이준,1
댕겨,1
진면이랑,1
누르려는데,1
갖다주실,1
남겨놓은,1
시켜주시는,1
풀린단,1
보채서,1
달렸는지도,1
달다가,1
녹잖아,1
놨구나,1
밍기적밍기적,1
굼뜰,1
슷비슷,1
익숙해졌을,1
내려놔서,1
익숙해지면,1
될지라고,1
끌어내,1
적인데도,1
살되,1
끝내더니,1
들키면,1
닮기가,1
무너지면은,1
남던데,1
닿더라,1
놀았음,1
전포동,1
헤언,1
모히칸,1
유목,1
꽁지머리,1
박제,1
잘라주,1
잘라주는,1
찾아다닌,1
가냐의,1
감는는,1
띄운,1
까던데,1
꾸미라고,1
길어지면은,1
하마셨는데,1
달라진다라는,1
달라지구나,1
올라가져,1
떠있지,1
난투,1
훈이,1
신형만,1
바름,1
김은별,1
구십구,1
히욤어리,1
보였듯이,1
나오지마는,1
지키겠다라는,1
말고에도,1
디뎌서,1
살려내셨고,1
피카레스크,1
끝맛,1
한공주,1
비헤,1
월플라워,1
이복,1
동성애자,1
백작,1
특전이,1
특전들,1
스티치,1
비틀리게,1
남자아이랑,1
보듬는,1
남자아이의,1
캘시퍼가,1
가져오다가,1
구겨지고,1
가져왔었어요,1
오산천,1
빠징,1
잠일,1
넘으니까는,1
다쳤다던가,1
보내왔더라고요,1
질렸다는데,1
다져져야,1
생기니까는,1
해진다라는,1
걷잖아요,1
나갔었어요,1
뺐거든요,1
한까,1
놀려대,1
찔지언정,1
빠지나,1
일어나니까는,1
돌려놓고서,1
졸리다거나,1
눕지를,1
한삼,1
들어가자라는,1
활발해졌다고,1
마시셨는지,1
놓이기도,1
떠들었,1
이기는구나,1
알아가거나,1
붙이기,1
긁어오고,1
맡겠다라고,1
마주치니까,1
검문,1
자백,1
기원전,1
원구단,1
빠따링이,1
찐쌰닝,1
장청,1
대장성,1
알제리,1
마다가스카르,1
로코코양식,1
함차,1
음악사,1
찾았는가,1
찾아주었다는,1
해봤거든요,1
잃어버리신,1
가봤자,1
다니시면,1
느껴지셨는지,1
죽었었는데,1
이므로,1
돌아봤었는데,1
가봤지만,1
머무시면서,1
편임,1
동기간,1
재간,1
골결,1
신창역,1
정예,1
죽었기,1
미끄러지,1
다쳤었어서,1
나와야지라는,1
나오시긴,1
때려도,1
길러야지,1
모일까,1
박았거든,1
아노락,1
헤지스,1
성감,1
동기화,1
제이콥,1
이솝,1
티크,1
둘러보다,1
유아기,1
방복,1
첫돌,1
낳았지라는,1
벗어나긴,1
사그라들,1
버리겠다고,1
춤추겠다,1
잡아주긴,1
남자아이다,1
남자아이라,1
간겨,1
유후인,1
수림,1
춥더라도,1
벌어질지,1
넣되,1
녹이려고,1
합하는데,1
짜가서,1
짠다는,1
아카시아,1
샤이라,1
정승환,1
뎁트,1
반월당,1
얼라,1
도망가잔,1
도망가자,1
놀고요,1
쌓거나,1
뛰곤,1
불러주면은,1
남겨야겠다라는,1
갔겠지만,1
한부모,1
에베레스트산,1
구레,1
물어보기로,1
지냈단,1
줄일까,1
높여가면,1
뜯기는,1
이뤘어,1
경원,1
부언,1
불청객,1
휘었다,1
읍포,1
스린,1
신유,1
받으셨다니,1
되찾다,1
먹으래야,1
보내기에도,1
찾아주지,1
비춰서,1
두셔,1
되찾았습니다,1
살인데요,1
챙겨주지,1
도망가요,1
그리고의,1
우랑,1
특목살,1
리필집,1
책스,1
짹슨,1
아산역,1
잔료,1
돌뼈,1
오독거리는,1
남으시면,1
잘랐는데도,1
어최근,1
페요,1
났스,1
박유천,1
오케,1
표루,1
알아주기,1
알아주니까,1
쏘아본,1
남으셨는지,1
해어졌던,1
편지였다는,1
지내라,1
닮았었기,1
피우더니,1
끝났었는데,1
탄고,1
뚫어진단,1
피우셔서,1
쓰여질,1
모아졌었는데,1
거두지,1
얻으셨으니까,1
하였,1
모아져요,1
모아놓으니까,1
걸었는,1
주린인데,1
치시더라고요,1
팔겠다라고,1
모으려면은,1
기울었을,1
한다까지,1
자서러,1
넣고는,1
놓았었는데,1
모일지는,1
나아감에,1
성원,1
툭탁,1
투닥투닥거리,1
책임지면서,1
미뤄졌,1
싶어졌을,1
다투었던,1
쌓여오면서,1
잖아라는,1
받아주는,1
않다라며,1
봄이었는데도,1
찍겠다는,1
쫓아다니느라고,1
날리길래,1
지내라고,1
패디,1
매드클라운,1
어울리시잖아요,1
보았어요,1
다니는지에,1
입는데요,1
어울려도,1
나다녀도,1
어울리겠지라는,1
들였었는데요,1
자랐었어요,1
샀었는데요,1
바꿨었어요,1
넣어주세요,1
쪼학이었,1
들이랑은,1
불리는데,1
익힐,1
합쳤나,1
하러는,1
괴롭히면,1
싶었는,1
싸같이,1
쫑쫑쫑쫑,1
뭐길,1
노나닌,1
귀염둥이,1
이릴,1
어쭈,1
달래줄,1
싶나면,1
커지더구먼,1
내밀었는데,1
챙겨주긴,1
다뤄지진,1
늦춰져,1
데려오려고,1
키워줘,1
키워주시겠지만,1
알짱거려도,1
가져주니까,1
겼으면,1
베베,1
술국,1
가져오기로,1
두어단,1
심으셔,1
넣는데도,1
썰으려고,1
새기에,1
담으시는,1
차려지고,1
기울어져요,1
배춧속,1
쾌척,1
송구영신,1
뒹굴러,1
휘저으,1
추수감사절,1
멀쩡허,1
월사금,1
빻는,1
고추가,1
어쨌느,1
해야는데,1
나눴어,1
가져가라는데,1
돌러,1
아삭거리고,1
얼더라고,1
얼었다,1
되려,1
준다지,1
바꾸든지,1
바꿔야겠어,1
얼러,1
가르쳤나,1
살아왔나,1
사놨어,1
달였더니,1
쉽고도,1
꿈지러,1
적어진다,1
현상금,1
턴제,1
턴즈,1
고렙,1
류지,1
젤다,1
무디,1
발더스,1
케이트,1
탈출륜,1
출첵,1
런해,1
크라임씬,1
면전,1
토큰,1
지윽,1
여깄다,1
봤냬,1
인전,1
포춘,1
옮기니까,1
속였겠구나,1
따였더니,1
찾아냈어,1
만났었으니깐,1
깨야지만,1
멈췄단,1
돌아가긴,1
하겠면서,1
대었기,1
늘렸거든,1
여시면,1
껴만,1
헝클,1
올라왔었어,1
구재,1
귀차니스트,1
누전,1
딸라,1
고장률,1
솔실,1
맙니,1
고물상,1
냉매,1
어려우실지,1
넘어갔습니다,1
살려니까,1
바꾸지는,1
생기시면,1
잡아먹길래,1
저러는지,1
끓인다,1
당겨지지도,1
꺼져서,1
맡기려면은,1
샀었습니다,1
나느냐,1
닿거든요,1
보시겠지만,1
말겠구나,1
말겠지,1
꿉해,1
푸쿠옥,1
음찌,1
선셋,1
주욱,1
캄비아,1
마이켈,1
비포장도로,1
어육,1
태워주러,1
돌아왔어야,1
겪어내고,1
들어갔었던,1
만들어졌었던,1
였든지,1
컸으니깐,1
가겠다면,1
맡겼대,1
해라고는,1
피아이시,1
세던,1
됐었으니까,1
뿌수,1
지관,1
광양,1
빡셌기,1
갈아엎고,1
산다느니,1
치고서는,1
나누려는,1
살았니,1
깨워주는,1
될드,1
야성,1
땅길,1
하렵니,1
봉초란,1
봉초,1
궐련,1
석지,1
되는딤,1
도외,1
야다,1
육만,1
이노므,1
빠찌,1
움직여지지,1
견뎠는데,1
하지시,1
가지려면은,1
나빠지도록,1
서더라고,1
밟게,1
먹으면다고,1
하셨습니다마는,1
피우시고,1
피우시는,1
올라와라,1
질리셔,1
다쳐요,1
새기면서,1
모였어,1
가던지,1
오겠지마는,1
껴주십시오,1
실루엣,1
콤플렉슨데,1
슬림해,1
백육십,1
가려지고,1
달라붙게,1
가리기에,1
건드렸다,1
웃겠어,1
자르다,1
작아지,1
걸거지하고,1
내려놓긴,1
많아지네,1
갖기를,1
닮기를,1
센세이션,1
영웅시대,1
완충,1
에미넘,1
글루코산,1
크산틴,1
산악자전거,1
다이버,1
가의,1
쪘었을,1
다니겠다고,1
감싸면서,1
나빠지게,1
뿜어낼,1
끊어주면,1
살리십니다,1
벤이나,1
나가려야,1
소나기,1
회기역,1
마장,1
덕소,1
잡았거든요,1
돌아보시는,1
머뭇거리게,1
기울은,1
가봐야겠네요,1
흘러가야,1
싸웠었던,1
보내셨으면,1
필요시,1
부트,1
령액,1
데었었거든,1
자기계발,1
따셨나요,1
쌓아질,1
받는지보다는,1
펼쳐진다거나,1
들어오는지를,1
갈굼이라든지,1
쳐내면서,1
가진다,1
받을뿐더러,1
두자면은,1
대준다,1
크다면은,1
가겠지만은,1
수고비,1
상거래,1
컴포넌트,1
자셨는데,1
자였을까요,1
팔았거나,1
적었지만,1
들이셨는데,1
하셨었던,1
느껴지시는,1
말긴,1
드렸었던,1
올려놨던,1
집하를,1
부친다고,1
날아간다거나,1
꺼내신,1
꺼내셨던,1
보수잖아요,1
해졌다고,1
내놓는다든지,1
역성,1
브레,1
구매권,1
부쳐라,1
보내자마자,1
두었는데,1
됐다면서,1
내놓았습니다,1
남기냐,1
따지곤,1
바뀌거든요,1
낮추셔도,1
갈리는데요,1
달려갔거든요,1
사겠느냐고,1
다루셔,1
사셨음,1
설국열차,1
모나콘,1
해류,1
백이십,1
어업,1
인류학자,1
다분,1
밝혀지,1
묻었잖아,1
죽었을까,1
됐다던데,1
세까,1
불어나는데,1
남을걸,1
일어서지,1
떠나기를,1
비겠죠,1
띄었는데,1
없어진다든지,1
시켜주거든,1
이어지려면,1
쉐딩할,1
클렌저,1
브러쉬,1
버러,1
더샘,1
불려주고,1
빨았어,1
바르니깐,1
뿌려주면,1
시킬게,1
단조,1
양탄자,1
서재르,1
벽난로,1
에밀리,1
끝쪽,1
조형,1
추얼,1
꾸몄음,1
집이었음,1
매달아서,1
매다는,1
읽으려면,1
가다였나,1
걸어놨는데,1
놓으시잖아요,1
둘러보는데,1
깔아놓으셨어요,1
깔아놓으셨고,1
재질이더라고요,1
꾸러미,1
배우기보다,1
고치면은,1
버리겠구나,1
늦어지더라도,1
연수구이,1
임연,1
아나고,1
말미잘,1
상춘,1
락토프리,1
묻으면,1
씹힌다,1
씹히면은,1
얹어졌다,1
받아들여져서,1
먹겠어요,1
삶는다,1
쏠렸었어요,1
빠듯했어,1
아스키,1
정박,1
나태,1
움직이기만,1
따라줄까,1
할려니까,1
꺼내더라고,1
남겠다고,1
놀았었으니깐,1
사귀잖아,1
본거는,1
깐가,1
싸잖,1
느끼면서도,1
약해지니까,1
미장이,1
견핸,1
욜로,1
오르더니,1
사놨습니다,1
불린다거나,1
싸졌다는,1
높아지고에,1
않더,1
늘었고요,1
싸졌을,1
싸졌,1
싸졌으니까,1
속임이라는,1
줄여야겠다라고,1
모으듯이,1
쌓였었는데,1
잇츠온,1
붙여주는데,1
넘었더라고요,1
열리거든요,1
타툰,1
신중하,1
놀림,1
벌꿀,1
뚫겠지,1
메해,1
지운다면은,1
지운다고,1
